temperature DS18B20,29.500000,1738534324
temperature DS18B20,29.500000,1738534342
temperature DS18B20,29.500000,1738534360
temperature DS18B20,29.500000,1738534376
temperature DS18B20,29.437500,1738534392
temperature DS18B20,29.437500,1738534408
temperature DS18B20,29.437500,1738534424
temperature DS18B20,29.437500,1738534440
temperature DS18B20,29.375000,1738534457
temperature DS18B20,29.375000,1738534473
temperature DS18B20,29.375000,1738534489
temperature DS18B20,29.375000,1738534505
temperature DS18B20,29.375000,1738534521
temperature DS18B20,29.437500,1738534538
temperature DS18B20,29.437500,1738534554
temperature DS18B20,29.437500,1738534570
temperature DS18B20,29.437500,1738534586
temperature DS18B20,29.437500,1738534602
temperature DS18B20,29.437500,1738534619
temperature DS18B20,29.437500,1738534635
temperature DS18B20,29.437500,1738534651
temperature DS18B20,29.437500,1738534667
temperature DS18B20,29.437500,1738534683
temperature DS18B20,29.437500,1738534700
temperature DS18B20,29.437500,1738534716
temperature DS18B20,29.437500,1738534732
