temp,29.400000,1738534324
temp,29.400000,1738534342
temp,29.400000,1738534360
temp,29.400000,1738534376
temp,29.400000,1738534392
temp,29.400000,1738534408
temp,29.400000,1738534424
temp,29.400000,1738534440
temp,29.400000,1738534457
temp,29.400000,1738534473
temp,29.400000,1738534489
temp,29.400000,1738534505
temp,29.400000,1738534521
temp,29.400000,1738534538
temp,29.400000,1738534554
temp,29.400000,1738534570
temp,29.400000,1738534586
temp,29.500000,1738534602
temp,29.500000,1738534619
temp,29.500000,1738534635
temp,29.500000,1738534651
temp,29.500000,1738534667
temp,29.500000,1738534683
temp,29.500000,1738534700
temp,29.500000,1738534716
temp,29.500000,1738534732
